record_id,record_type,decision,assembly_score,band,slot_families,slot_assignments,declared_routes,title,source_identity,external_paper_title,external_paper_year,external_paper_venue,external_paper_doi
ARCHIVE-0156,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Backloaded_Corpus_Staging_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Backloaded_Corpus_Staging_Package.zip,,,,
ARCHIVE-0157,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Backloaded_Corpus_Staging_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Backloaded_Corpus_Staging_Package.zip,,,,
ARCHIVE-0158,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,cqecmplx_forge-0.9.0.tar.gz,D:\CQE_CMPLX\CQECMPLX-Production\packaging\cqecmplx-forge\dist\cqecmplx_forge-0.9.0.tar.gz,,,,
ARCHIVE-0159,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,cqecmplx_forge-0.8.0.tar.gz,D:\CQE_CMPLX\CQECMPLX-Production\packaging\cqecmplx-forge\dist\cqecmplx_forge-0.8.0.tar.gz,,,,
ARCHIVE-0160,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,cqecmplx_forge-0.7.0.tar.gz,D:\CQE_CMPLX\CQECMPLX-Production\packaging\cqecmplx-forge\dist\cqecmplx_forge-0.7.0.tar.gz,,,,
ARCHIVE-0161,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,cqecmplx_forge-0.6.2.tar.gz,D:\CQE_CMPLX\CQECMPLX-Production\packaging\cqecmplx-forge\dist\cqecmplx_forge-0.6.2.tar.gz,,,,
ARCHIVE-0162,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,cqecmplx_forge-0.6.1.tar.gz,D:\CQE_CMPLX\CQECMPLX-Production\packaging\cqecmplx-forge\dist\cqecmplx_forge-0.6.1.tar.gz,,,,
ARCHIVE-0163,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,cqecmplx_forge-0.6.0.tar.gz,D:\CQE_CMPLX\CQECMPLX-Production\packaging\cqecmplx-forge\dist\cqecmplx_forge-0.6.0.tar.gz,,,,
ARCHIVE-0164,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,cqecmplx_forge-0.5.0.tar.gz,D:\CQE_CMPLX\CQECMPLX-Production\packaging\cqecmplx-forge\dist\cqecmplx_forge-0.5.0.tar.gz,,,,
ARCHIVE-0165,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;ledger_action;enumeration_action;fold_action;terminal_action,07;17;27;37;06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Papers00_30_BestForm_v0_1_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\Papers00_30_BestForm_v0_1_Package.zip,,,,
ARCHIVE-0166,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Papers00_30_BestForm_v0_1_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\01_papers\Papers00_30_BestForm_v0_1_Package.zip,,,,
ARCHIVE-0167,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;ledger_action;enumeration_action;fold_action;terminal_action,07;17;27;37;06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Papers00_30_BestForm_v0_1_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\Papers00_30_BestForm_v0_1_Package.zip,,,,
ARCHIVE-0168,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Papers00_30_BestForm_v0_1_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\01_papers\Papers00_30_BestForm_v0_1_Package.zip,,,,
ARCHIVE-0169,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Papers00_30_BestForm_v0_1_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\01_papers\Papers00_30_BestForm_v0_1_Package.zip,,,,
ARCHIVE-0170,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,cqecmplx_forge-0.4.0.tar.gz,D:\CQE_CMPLX\CQECMPLX-Production\packaging\cqecmplx-forge\dist\cqecmplx_forge-0.4.0.tar.gz,,,,
ARCHIVE-0171,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;residual_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33;08;18;28;38,06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33;08;18;28;38,prize-submissions.zip,D:\CQE_CMPLX\git-hosted-roots\CQECMPLX-Production\archive\stale-review\2026-06-27\production\prize-submissions.zip,,,,
ARCHIVE-0172,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;bridge_action;fold_action;carrier_action;ledger_action,01;11;21;31;07;17;27;37;03;13;23;33;05;15;25;35;06;16;26;36,08;18;28;38;01;11;21;31;05;15;25;35;07;17;27;37,Barker_Strategy_Engine.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\Barker_Strategy_Engine.zip,,,,
ARCHIVE-0173,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;enumeration_action;fold_action;terminal_action;ledger_action,07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33;05;15;25;35,Barker_Strategy_Engine.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\Barker_Strategy_Engine.zip,,,,
ARCHIVE-0174,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Sliding_Window_Evidence_Staging_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Sliding_Window_Evidence_Staging_Package.zip,,,,
ARCHIVE-0175,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Sliding_Window_Evidence_Staging_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Sliding_Window_Evidence_Staging_Package.zip,,,,
ARCHIVE-0176,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79;45;55;65;75,Sliding_Window_Evidence_Staging_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Sliding_Window_Evidence_Staging_Package.zip,,,,
ARCHIVE-0177,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,48;58;68;78;46;56;66;76;41;51;61;71;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,FLCR_06_CAM_Crystal_Memory.zip,D:\CQE_CMPLX\papers\packages\FLCR_06_CAM_Crystal_Memory.zip,,,,
ARCHIVE-0178,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33,Papers0_3_Master_Slider3_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers0_3_Master_Slider3_Package.zip,,,,
ARCHIVE-0179,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33,Papers0_3_Master_Slider3_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers0_3_Master_Slider3_Package.zip,,,,
ARCHIVE-0180,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33,Papers0_3_Master_Slider3_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers0_3_Master_Slider3_Package.zip,,,,
ARCHIVE-0181,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,Papers0_1_to_Paper2_Hamiltonian_Update_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers0_1_to_Paper2_Hamiltonian_Update_Package.zip,,,,
ARCHIVE-0182,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33,Papers0_1_to_Paper2_Hamiltonian_Update_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers0_1_to_Paper2_Hamiltonian_Update_Package.zip,,,,
ARCHIVE-0183,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,Papers0_1_to_Paper2_Hamiltonian_Update_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers0_1_to_Paper2_Hamiltonian_Update_Package.zip,,,,
ARCHIVE-0184,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,cqecmplx_forge-0.1.0.tar.gz,D:\CQE_CMPLX\CQECMPLX-Production\packaging\cqecmplx-forge\dist\cqecmplx_forge-0.1.0.tar.gz,,,,
ARCHIVE-0185,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;bridge_action;ledger_action;fold_action;boundary_action,01;11;21;31;07;17;27;37;06;16;26;36;03;13;23;33;04;14;24;34,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,cqekernel_bound_v2.zip,D:\CQE_CMPLX\unpack-and-bind\cqekernel_bound_v2.zip,,,,
ARCHIVE-0186,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;ledger_action;terminal_action;bridge_action,01;11;21;31;03;13;23;33;06;16;26;36;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;02;12;22;32;03;13;23;33;05;15;25;35;07;17;27;37,Barker_Sidecar_Kernel_v1.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\Barker_Sidecar_Kernel_v1.zip,,,,
ARCHIVE-0187,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,06;16;26;36;07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33;05;15;25;35,Barker_Sidecar_Kernel_v1.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\Barker_Sidecar_Kernel_v1.zip,,,,
ARCHIVE-0188,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;fold_action;bridge_action;closure_lift;enumeration_action,06;16;26;36;03;13;23;33;07;17;27;37;00;10;20;30;01;11;21;31,06;16;26;36;07;17;27;37;02;12;22;32;03;13;23;33,FLCR_01_Master_Publication.zip,D:\CQE_CMPLX\papers\packages\FLCR_01_Master_Publication.zip,,,,
ARCHIVE-0189,archive_source_artifact,DISCOVERY_MORE_CONTEXT_REQUIRED,32,1-40_method_definition,enumeration_action;fold_action,01;11;21;31;03;13;23;33,08;18;28;38;01;11;21;31,DockerContainers.zip,D:\CQE_CMPLX\DockerContainers.zip,,,,
ARCHIVE-0190,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,46;56;66;76;47;57;67;77;41;51;61;71;43;53;63;73;48;58;68;78,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,Papers1_10_CQE_FullStandardModel_v1_2_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers1_10_CQE_FullStandardModel_v1_2_Package.zip,,,,
ARCHIVE-0191,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,46;56;66;76;47;57;67;77;41;51;61;71;43;53;63;73;48;58;68;78,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,Papers1_10_CQE_FullStandardModel_v1_2_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers1_10_CQE_FullStandardModel_v1_2_Package.zip,,,,
ARCHIVE-0192,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,46;56;66;76;47;57;67;77;41;51;61;71;43;53;63;73;48;58;68;78,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;42;52;62;72;43;53;63;73;49;59;69;79,Papers1_10_CQE_FullStandardModel_v1_2_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers1_10_CQE_FullStandardModel_v1_2_Package.zip,,,,
ARCHIVE-0193,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,Papers01_10_CQE_Individual_MasterDocs_v2_4_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\01_papers\Papers01_10_CQE_Individual_MasterDocs_v2_4_Package.zip,,,,
ARCHIVE-0194,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;bridge_action,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37;03;13;23;33,Papers01_10_CQE_Individual_MasterDocs_v2_4_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\01_papers\Papers01_10_CQE_Individual_MasterDocs_v2_4_Package.zip,,,,
ARCHIVE-0195,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,Papers01_10_CQE_Individual_MasterDocs_v2_4_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\CQE_Layer2_Papers11_20_MethodsProduction_v0_2_Package_1d605c9b70ad\CQE_Layer2_Papers11_20_MethodsProduction_v0_2\source_refs\Papers01_10_CQE_Individual_MasterDocs_v2_4_Package.zip,,,,
ARCHIVE-0196,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;bridge_action;closure_lift;fold_action,06;16;26;36;01;11;21;31;07;17;27;37;00;10;20;30;03;13;23;33,08;18;28;38;01;11;21;31;06;16;26;36;07;17;27;37,Papers01_10_CQE_Individual_MasterDocs_v2_4_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\01_papers\Papers01_10_CQE_Individual_MasterDocs_v2_4_Package.zip,,,,
ARCHIVE-0197,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,46;56;66;76;47;57;67;77;41;51;61;71;43;53;63;73;48;58;68;78,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;43;53;63;73;49;59;69;79,Papers1_10_CQE_FullStandardModel_v1_1_Package.zip,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers1_10_CQE_FullStandardModel_v1_1_Package.zip,,,,
ARCHIVE-0198,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,46;56;66;76;47;57;67;77;41;51;61;71;43;53;63;73;48;58;68;78,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;43;53;63;73;49;59;69;79,Papers1_10_CQE_FullStandardModel_v1_1_Package.zip,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\ForgeFactory_ReForge_Session_Master_v0_2\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers1_10_CQE_FullStandardModel_v1_1_Package.zip,,,,
ARCHIVE-0199,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,41-80_physics_redefinition,ledger_action;bridge_action;enumeration_action;fold_action;terminal_action,46;56;66;76;47;57;67;77;41;51;61;71;43;53;63;73;48;58;68;78,48;58;68;78;41;51;61;71;46;56;66;76;47;57;67;77;43;53;63;73;49;59;69;79,Papers1_10_CQE_FullStandardModel_v1_1_Package.zip,D:\CQE_CMPLX\_drive-audit\archive_history\unpacked\forge_reforge_archive\ForgeFactory_ReForge_Session_Master_v0_2_09807167e10c\ForgeFactory_ReForge_Session_Master_v0_2\05_reports_and_refs\Papers1_10_CQE_FullStandardModel_v1_1_Package.zip,,,,
ARCHIVE-0200,archive_source_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36,08;18;28;38;06;16;26;36;01;11;21;31;07;17;27;37;03;13;23;33,CMPLX-Formalization-main.zip,D:\CQE_CMPLX\kernel\staging\papers\suite81_claude_codex_memory\Repo zips\CMPLX-Formalization-main.zip,,,,
